"Symbol","ENSG","trt","untrt","baseMean","log2FoldChange","pvalue","padj","Entrez"
"RANBP3L","ENSG00000164188",6.549,6.418,6.483,0.519,0.6513,1,"202151"
"AC024940.2","ENSG00000243517",6.43,6.457,6.444,0.273,0.8271,1,""
"AC040160.2","ENSG00000280163",6.485,6.621,6.553,-0.15,0.8608,1,""
"GNAO1","ENSG00000087258",6.415,6.423,6.419,-2.256,0.2077,1,"2775"
"CCNC","ENSG00000112237",9.626,9.468,9.547,0.107,0.9215,1,"892"
"AC092111.2","ENSG00000276417",6.662,6.746,6.704,-2.132,0.09225,1,""
"ATP5MF","ENSG00000241468",10.052,10.021,10.037,-1.065,0.467,1,"9551"
"TUBA3D","ENSG00000075886",6.404,6.541,6.473,-0.105,0.9311,1,"113457"
"ANKRD20A11P","ENSG00000215559",6.325,6.294,6.31,-1.206,0.4902,1,"391267"
"CYB5D2","ENSG00000167740",9.397,9.487,9.442,-0.207,0.8033,1,"124936"
"AL133415.1","ENSG00000234961",6.713,6.906,6.809,1.296,0.1156,1,""
"ZNF570","ENSG00000171827",8.299,8.402,8.351,-0.16,0.9124,1,"148268"
"SCIMP","ENSG00000161929",6.627,6.664,6.646,1.006,0.349,1,"388325"
"AC020658.6","ENSG00000279409",6.467,6.394,6.431,-0.275,0.8117,1,""
"DND1","ENSG00000256453",6.434,6.383,6.409,-0.486,0.5886,1,"373863"
"AL049840.5","ENSG00000270108",6.934,6.925,6.93,-1.284,0.2288,1,""
"HSPA1A","ENSG00000204389",11.644,11.601,11.622,0.044,0.9703,1,"3303"
"AC243571.2","ENSG00000277501",6.416,6.342,6.379,1.049,0.4447,1,""
"NHP2","ENSG00000145912",9.417,9.421,9.419,-0.725,0.4867,1,"55651"
"MAMLD1","ENSG00000013619",10.43,10.069,10.25,-0.759,0.2293,1,"10046"
"AC135012.3","ENSG00000268505",6.741,6.778,6.759,0.28,0.8653,1,""
"USP34","ENSG00000115464",11.95,11.809,11.88,-0.113,0.9106,1,"9736"
"BMS1P21","ENSG00000283913",6.973,6.866,6.92,-2.602,0.1989,1,"100288974"
"DCLRE1A","ENSG00000198924",7.935,8.1,8.018,-1.013,0.5447,1,"9937"
"RAET1E","ENSG00000164520",6.595,6.703,6.649,-1.148,0.3297,1,"135250"
"AL022722.1","ENSG00000216316",6.332,6.288,6.31,1.492,0.1629,1,""
"ALOX12","ENSG00000108839",6.942,7.232,7.087,-0.525,0.7291,1,"239"
"AC013451.2","ENSG00000258976",6.459,6.489,6.474,-0.202,0.7951,1,""
"PRKAG2-AS1","ENSG00000239911",6.636,6.269,6.452,0.361,0.7035,1,"100505483"
"RGL4","ENSG00000159496",7.148,7.314,7.231,-0.034,0.9747,1,"266747"
"AC012313.3","ENSG00000268230",6.973,7.008,6.991,-1.042,0.6032,1,""
"SMIM10L2B-AS1","ENSG00000228372",6.283,6.28,6.281,0.381,1,1,""
"CREBBP","ENSG00000005339",11.302,11.486,11.394,1.199,0.2574,1,"1387"
"GAREM1","ENSG00000141441",8.109,8.004,8.057,-0.874,0.4173,1,"64762"
"ZCWPW2","ENSG00000206559",6.849,6.998,6.923,0.373,0.8699,1,"152098"
"AC004865.2","ENSG00000239636",6.542,6.513,6.528,0.395,0.7098,1,"105378645"
"MIMT1","ENSG00000268654",6.283,6.278,6.28,-0.554,0.543,1,"100073347"
"LINC01136","ENSG00000233791",6.286,6.512,6.399,0.072,0.9692,1,"730227"
"AC114760.2","ENSG00000272211",6.746,6.635,6.69,-1.157,0.7036,1,""
"C8orf48","ENSG00000164743",7.256,7.375,7.315,-1.742,0.3446,1,"157773"
"VAPB","ENSG00000124164",10.492,10.301,10.397,-0.131,0.9144,1,"9217"
"AC017104.4","ENSG00000283312",6.27,6.43,6.35,1.995,0.2662,1,""
"TEX261","ENSG00000144043",11.859,11.742,11.801,0.113,0.8773,1,"113419"
"TET1","ENSG00000138336",7.548,7.657,7.602,0.569,0.6021,1,"80312"
"AC087521.2","ENSG00000246250",6.491,6.321,6.406,0.011,0.994,1,""
"AC027808.1","ENSG00000259546",6.386,6.293,6.339,-1.357,0.6117,1,""
"RPL12P27","ENSG00000237169",6.254,6.322,6.288,0.649,0.7775,1,""
"DYNC1LI1","ENSG00000144635",9.588,9.519,9.553,-0.408,0.6041,1,"51143"
"FBXL19","ENSG00000099364",8.745,8.709,8.727,0.582,0.6427,1,"54620"
"B4GALT4","ENSG00000121578",9.409,9.237,9.323,0.256,0.7058,1,"8702"
"GPR3","ENSG00000181773",6.306,6.456,6.381,-0.191,0.8581,1,"2827"
"DPYD","ENSG00000188641",11.402,11.263,11.332,-1.063,0.634,1,"1806"
"LILRA6","ENSG00000244482",6.325,6.251,6.288,-1.145,0.5395,1,"79168"
"AC087521.3","ENSG00000254409",6.243,6.321,6.282,-1.446,0.5295,1,""
"PTPRVP","ENSG00000243323",6.495,6.573,6.534,-0.138,0.917,1,"148713"
"SMC5","ENSG00000198887",10.024,9.819,9.921,0.175,0.9453,1,"23137"
"AL354733.3","ENSG00000235298",7.128,7.2,7.164,-1.207,0.5216,1,""
"RIT1","ENSG00000143622",8.824,9.01,8.917,-3.519,0.00487,1,"6016"
"NPEPPS","ENSG00000141279",12.276,12.275,12.275,-0.236,0.8261,1,"9520"
"AC009831.4","ENSG00000280380",6.335,6.304,6.319,0.462,0.5616,1,""
"MTCO1P1","ENSG00000280243",6.363,6.46,6.412,-1.16,0.6007,1,""
"AC044860.1","ENSG00000229212",6.609,6.73,6.669,-1.846,0.2134,1,"101929479"
"LSM7","ENSG00000130332",8.707,8.82,8.764,0.643,0.4187,1,"51690"
"TMEM254","ENSG00000133678",8.654,8.718,8.686,-3.643,0.1897,1,"80195"
"C2orf91","ENSG00000205086",6.564,6.344,6.454,1.478,0.3619,1,"400950"
"AC021739.2","ENSG00000259407",6.422,6.296,6.359,2.348,0.2604,1,""
"NCBP2-AS2","ENSG00000270170",7.971,7.821,7.896,-1.004,0.6909,1,"152217"
"C16orf87","ENSG00000155330",7.746,7.761,7.753,0.97,0.5167,1,"388272"
"LINC02055","ENSG00000254101",6.379,6.435,6.407,-0.255,0.8154,1,"107986980"
"TAF5","ENSG00000148835",7.709,7.681,7.695,-1.021,0.3724,1,"6877"
"LINC00664","ENSG00000268658",6.498,6.655,6.576,0.591,0.7354,1,"400680"
"AC073655.2","ENSG00000258365",6.588,6.463,6.526,-2.307,0.1781,1,""
"NFE2L3","ENSG00000050344",8.536,8.439,8.487,-0.51,0.7119,1,"9603"
"DDX19B","ENSG00000157349",9.323,9.179,9.251,1.464,1,1,"11269"
"ACBD7","ENSG00000176244",6.872,6.773,6.823,1.506,0.1387,1,"414149"
"PAQR6","ENSG00000160781",7.069,6.785,6.927,0.533,0.752,1,"79957"
"CHERP","ENSG00000085872",9.761,9.814,9.787,-1.56,0.5688,1,"10523"
"F5","ENSG00000198734",6.234,6.412,6.323,-0.173,0.8782,1,"2153"
"AL844908.1","ENSG00000272825",6.351,6.243,6.297,1.366,0.1476,1,""
"RNU6-762P","ENSG00000252916",6.335,6.297,6.316,0.296,0.8301,1,""
"NDUFB7","ENSG00000099795",9.519,9.54,9.53,-0.009,0.9899,1,"4713"
"AL356273.2","ENSG00000238061",6.381,6.333,6.357,1.29,0.6219,1,""
"MIR193BHG","ENSG00000262454",7.618,7.728,7.673,-0.28,0.9039,1,""
"SRSF6","ENSG00000124193",11.359,11.558,11.459,-0.175,0.8859,1,"6431"
"AAK1","ENSG00000115977",10.361,10.394,10.377,-0.483,0.7887,1,"22848"
"AC126544.2","ENSG00000285668",6.277,6.318,6.298,2.532,0.3913,1,""
"ITPKB-AS1","ENSG00000228548",6.267,6.333,6.3,-0.288,0.8904,1,""
"SRPK2","ENSG00000135250",9.906,10.136,10.021,-0.991,0.4026,1,"6733"
"GUSBP2","ENSG00000241549",7.051,7.227,7.139,-0.231,0.9133,1,"387036"
"PRDX3P4","ENSG00000239926",6.256,6.275,6.265,-0.933,0.6314,1,""
"FABP5P7","ENSG00000234964",6.537,6.5,6.518,-0.272,0.878,1,""
"FBXW4P1","ENSG00000230701",6.33,6.215,6.272,-0.112,0.9052,1,"26226"
"AC087392.3","ENSG00000262228",6.465,6.552,6.508,0.181,0.911,1,""
"PAPPA-AS2","ENSG00000226604",6.277,6.293,6.285,0.089,0.9563,1,""
"COQ5","ENSG00000110871",8.923,9.031,8.977,-0.83,0.4631,1,"84274"
"AC126175.1","ENSG00000277738",6.279,6.305,6.292,-0.301,0.8589,1,""
"AC241377.3","ENSG00000281741",6.592,6.499,6.545,-1.239,0.3431,1,"100996720"
"MANSC4","ENSG00000205693",6.472,6.337,6.404,0.648,0.5616,1,"100287284"
"PSMD9","ENSG00000110801",9.789,9.665,9.727,2.429,0.4845,1,"5715"
"SNX18P12","ENSG00000279718",6.523,6.371,6.447,0.051,0.9701,1,""
"ADCK5","ENSG00000173137",7.886,7.81,7.848,-0.658,0.598,1,"203054"
"Z82217.1","ENSG00000279652",6.472,6.554,6.513,0.249,0.8406,1,""
"AC011447.1","ENSG00000224864",6.205,6.416,6.31,0.328,0.7442,1,""
"AC092127.2","ENSG00000270124",6.375,6.496,6.435,-1.548,0.5618,1,""
"SLC39A6","ENSG00000141424",11.277,11.446,11.362,-0.95,0.2479,1,"25800"
"FOSB","ENSG00000125740",6.931,6.926,6.928,-0.229,0.8307,1,"2354"
"CYB5R4","ENSG00000065615",8.92,8.762,8.841,-2.32,0.1939,1,"51167"
"RF00017","ENSG00000273913",6.479,6.507,6.493,0.646,0.3591,1,""
"SMG1P7","ENSG00000261556",7.105,7.389,7.247,-0.787,0.4701,1,"100506060"
"PCAT1","ENSG00000253438",6.49,6.537,6.514,-0.446,0.7706,1,"100750225"
"AC026458.1","ENSG00000260882",6.443,6.457,6.45,-1.446,0.5206,1,""
"AL023875.1","ENSG00000283737",7.398,7.366,7.382,0.482,0.7753,1,""
"FTH1P16","ENSG00000227376",6.776,6.722,6.749,-0.34,0.8858,1,""
"IL7","ENSG00000104432",6.782,6.768,6.775,-1.702,0.2685,1,"3574"
"UBE4B","ENSG00000130939",11.255,11.232,11.244,-0.96,0.672,1,"10277"
"WDR97","ENSG00000179698",6.769,6.73,6.749,-0.47,0.6501,1,"340390"
"TMEM231P1","ENSG00000262583",6.286,6.318,6.302,0.54,0.6289,1,""
"MPP6","ENSG00000105926",8.509,8.593,8.551,-2.29,0.3613,1,"51678"
"AL139384.2","ENSG00000277159",6.843,6.842,6.842,-1.233,0.3528,1,""
"PPIAP11","ENSG00000251495",6.21,6.372,6.291,-2.756,0.1148,1,""
"RPL26P6","ENSG00000229659",6.546,6.511,6.529,-1.246,0.2562,1,""
"ZNF879","ENSG00000234284",7.432,7.483,7.458,-3.777,0.1649,1,"345462"
"NORAD","ENSG00000260032",13.299,13.132,13.216,0.086,0.9408,1,"647979"
"RIMS1","ENSG00000079841",7.243,6.978,7.111,-0.538,0.6385,1,"22999"
"RPS28","ENSG00000233927",11.635,11.671,11.653,1.518,0.386,1,"6234"
"PCDHA9","ENSG00000204961",6.473,6.429,6.451,-0.789,0.4667,1,"9752"
"TGDS","ENSG00000088451",7.894,7.817,7.855,0.007,0.9959,1,"23483"
"RN7SL690P","ENSG00000264879",6.438,6.419,6.429,-0.446,0.742,1,""
"ATP6V1G1","ENSG00000136888",10.176,10.295,10.236,0.175,0.8843,1,"9550"
"CAND1","ENSG00000111530",11.629,11.635,11.632,3.125,0.01476,1,"55832"
"POU6F2","ENSG00000106536",6.285,6.28,6.283,-1.123,0.4772,1,"11281"
"FAM120A","ENSG00000048828",12.081,12.012,12.047,1.577,0.1391,1,"23196"
"CBR3-AS1","ENSG00000236830",7.398,7.386,7.392,-0.579,0.6687,1,"100506428"
"AC007292.1","ENSG00000267980",6.471,6.504,6.488,-0.239,0.7528,1,""
"TATDN1","ENSG00000147687",8.659,8.674,8.666,5.169,0.04268,1,"83940"
"ZSCAN12P1","ENSG00000219891",7.059,7.215,7.137,1.188,0.3487,1,""
"AC002094.1","ENSG00000258924",6.63,6.723,6.677,-0.242,0.8347,1,""
"LINC01297","ENSG00000225255",6.241,6.325,6.283,-0.855,0.6203,1,"106146148"
"TNFSF4","ENSG00000117586",7.228,7.154,7.191,0.608,0.5398,1,"7292"
"AC025280.3","ENSG00000285848",7.034,6.983,7.008,0.397,0.7705,1,""
"HIST1H2BN","ENSG00000233822",6.897,6.899,6.898,-0.76,0.5811,1,"8341"
"PLCB2","ENSG00000137841",6.302,6.534,6.418,-1.524,0.2127,1,"5330"
"SFPQ","ENSG00000116560",11.79,11.689,11.74,-0.18,0.8578,1,"6421"
"HMGB1P39","ENSG00000203489",6.324,6.275,6.299,-2.186,0.2941,1,""
"PHYKPL","ENSG00000175309",9.432,9.467,9.449,-0.303,0.7718,1,"85007"
"NOTCH3","ENSG00000074181",10.223,9.635,9.929,1.24,0.5077,1,"4854"
"CCDC87","ENSG00000182791",6.496,6.562,6.529,0.54,0.6014,1,"55231"
"LINC02338","ENSG00000277448",6.361,6.27,6.316,-0.529,0.6118,1,"101926897"
"CD79B","ENSG00000007312",6.391,6.334,6.363,-0.784,0.4492,1,"974"
"AL096817.1","ENSG00000279616",6.273,6.337,6.305,2.922,0.2466,1,""
"TMEM203","ENSG00000187713",9.394,9.335,9.365,-0.824,0.6721,1,"94107"
"KLHL36","ENSG00000135686",10.893,10.68,10.787,-3.053,0.0009199,1,"79786"
"TPRKB","ENSG00000144034",7.919,8.128,8.024,2.629,0.3211,1,"51002"
"KDM4D","ENSG00000186280",6.821,6.907,6.864,-0.421,1,1,"55693"
"SRGAP2B","ENSG00000196369",10.073,10.002,10.038,0.818,0.6877,1,"647135"
"HIST1H3H","ENSG00000278828",6.784,6.751,6.767,-0.418,0.6147,1,"8357"
"AP1G1","ENSG00000166747",11.226,11.037,11.132,1.372,0.5875,1,"164"
"ATPAF2","ENSG00000171953",8.101,8.154,8.127,2.618,0.1116,1,"91647"
"SPPL3","ENSG00000157837",10.158,10.246,10.202,-3.239,0.1756,1,"121665"
"AL031665.2","ENSG00000276026",6.286,6.286,6.286,-1.007,0.505,1,"105372493"
"AL354989.1","ENSG00000228352",6.339,6.433,6.386,-1.14,0.1548,1,""
"AC026469.1","ENSG00000275088",6.528,6.687,6.608,-0.797,0.3813,1,""
"PRMT5","ENSG00000100462",9.845,9.8,9.822,-1.762,0.3984,1,"10419"
"KMT2E-AS1","ENSG00000239569",7.026,6.926,6.976,-2.513,0.05234,1,""
"ELAC1","ENSG00000141642",7.896,8.058,7.977,-1.001,0.4906,1,"55520"
"ENPP6","ENSG00000164303",6.67,6.743,6.706,0.395,0.6785,1,"133121"
"AC024575.1","ENSG00000267277",6.491,6.497,6.494,2.106,0.4214,1,""
"SNORA55","ENSG00000201457",6.223,6.315,6.269,-0.012,0.9933,1,"677834"
"REXO4","ENSG00000148300",9.374,9.43,9.402,0.836,0.4254,1,"57109"
"AP000346.1","ENSG00000211683",6.304,6.264,6.284,0.909,0.4922,1,""
"ZNF106","ENSG00000103994",13.618,13.204,13.411,3.198,0.004544,1,"64397"
"NAIP","ENSG00000249437",8.13,8.244,8.187,1.228,0.4304,1,"4671"
"DCTPP1","ENSG00000179958",8.09,8.003,8.047,-2.6,0.2097,1,"79077"
"KIAA0087","ENSG00000122548",6.212,6.319,6.266,-2.997,0.1328,1,"9808"
"AC091074.1","ENSG00000285934",7.064,7.031,7.047,-1.465,0.402,1,""
"EEF1A1P3","ENSG00000232587",6.351,6.204,6.278,-0.681,0.7593,1,""
"CD3G","ENSG00000160654",6.622,6.698,6.66,0.533,0.5372,1,"917"
"AP003680.1","ENSG00000268635",6.24,6.349,6.295,0.77,0.5973,1,""
"AC116003.1","ENSG00000264116",6.287,6.259,6.273,-0.101,0.9292,1,"105372200"
"DUX4L50","ENSG00000232815",6.626,6.747,6.687,-0.328,0.7487,1,""
"LINC01483","ENSG00000227517",6.447,6.614,6.53,0.505,0.6422,1,"101928122"
"MIEF1","ENSG00000100335",10.212,10.079,10.145,1.38,0.288,1,"54471"
"AC022150.3","ENSG00000269349",6.375,6.444,6.409,0.461,0.828,1,""
"DLGAP1-AS1","ENSG00000177337",7.757,7.603,7.68,-4.126,0.008067,1,"649446"
"FANCE","ENSG00000112039",8,7.815,7.907,0.366,0.8985,1,"2178"
"ESRP2","ENSG00000103067",6.356,6.341,6.349,-0.423,0.8007,1,"80004"
"WDR12","ENSG00000138442",9.08,9.08,9.08,-1.589,0.1263,1,"55759"
"AL139161.1","ENSG00000229291",6.466,6.283,6.375,1.887,0.4677,1,""
"SLC7A7","ENSG00000155465",8.113,7.984,8.048,0.347,0.75,1,"9056"
"AC097478.3","ENSG00000276542",6.258,6.259,6.259,0.129,0.9217,1,""
"CAAP1","ENSG00000120159",8.393,8.664,8.529,-1.211,0.2623,1,"79886"
"AL121832.2","ENSG00000273619",6.691,6.843,6.767,-1.343,0.3148,1,""
"AC044787.1","ENSG00000213862",6.256,6.259,6.258,0.431,0.7317,1,""
"AL121821.1","ENSG00000258636",6.273,6.364,6.318,-0.727,0.5151,1,""
"DDX59","ENSG00000118197",8.617,8.357,8.487,-0.484,0.5523,1,"83479"
"AL160291.1","ENSG00000262412",6.248,6.325,6.287,-0.093,0.8941,1,""
"DCPS","ENSG00000110063",8.361,8.576,8.469,-0.551,0.7594,1,"28960"
"ANAPC13","ENSG00000129055",10.003,10.172,10.087,1.402,0.6883,1,"25847"
"RPL5","ENSG00000122406",13.671,13.644,13.657,0.276,0.7448,1,"6125"
"C11orf68","ENSG00000175573",10.201,10.292,10.247,-0.317,0.7321,1,"83638"
"BSN-AS1","ENSG00000235120",6.222,6.32,6.271,0.018,0.9881,1,""
"AC006967.3","ENSG00000269446",6.345,6.349,6.347,-1.205,0.307,1,""
"QRSL1","ENSG00000130348",8.584,8.709,8.646,2.335,0.3478,1,"55278"
"HES4","ENSG00000188290",6.769,6.561,6.665,-0.113,0.9672,1,"57801"
"SPIN4-AS1","ENSG00000233661",6.258,6.26,6.259,0.148,0.8455,1,""
"AC020907.3","ENSG00000269303",6.365,6.412,6.389,-0.897,0.5554,1,""
"C5orf34","ENSG00000172244",7.099,7.159,7.129,-1.523,0.2913,1,"375444"
"HCG15","ENSG00000227214",6.559,6.512,6.535,-0.228,0.7936,1,""
"BGLAP","ENSG00000242252",6.331,6.487,6.409,-1.531,0.314,1,"632"
"NIPA2","ENSG00000140157",9.995,9.822,9.908,0.149,0.906,1,"81614"
"AC026765.2","ENSG00000257817",6.248,6.325,6.287,-0.267,0.8042,1,""
"RN7SL656P","ENSG00000265411",6.337,6.273,6.305,-1.487,0.3308,1,""
"ZNF229","ENSG00000278318",8.744,8.839,8.791,-1.541,0.5528,1,"7772"
"SKIL","ENSG00000136603",9.877,9.978,9.928,-0.305,0.7537,1,"6498"
"RHEBL1","ENSG00000167550",6.908,6.643,6.775,2.244,0.09167,1,"121268"
"AC002550.1","ENSG00000261312",6.391,6.381,6.386,-0.343,0.8243,1,""
"SLC9B1","ENSG00000164037",6.696,6.954,6.825,0.931,0.4066,1,"150159"
"CAPN8","ENSG00000203697",6.204,6.378,6.291,-1.527,0.3574,1,"388743"
"AC090229.1","ENSG00000267397",6.538,6.353,6.446,-0.589,0.6975,1,""
"AC068279.1","ENSG00000224881",6.461,6.547,6.504,-1.197,0.1144,1,""
"AC004069.1","ENSG00000251259",6.319,6.272,6.295,0.236,0.8565,1,""
"CYSLTR2","ENSG00000152207",6.266,6.259,6.263,0.414,0.6401,1,"57105"
"AC026362.2","ENSG00000280381",6.427,6.49,6.459,-0.37,0.6905,1,""
"AMH","ENSG00000104899",6.872,6.685,6.778,-0.013,0.9903,1,"268"
"PARP14","ENSG00000173193",10.534,10.687,10.611,0.262,0.7822,1,"54625"
"FAM230A","ENSG00000277870",6.249,6.275,6.262,0.313,0.6451,1,""
"NAT16","ENSG00000167011",6.319,6.237,6.278,-0.377,0.7862,1,"375607"
"EEF1A1P28","ENSG00000237709",6.353,6.16,6.256,-2.785,0.08071,1,""
"RN7SL718P","ENSG00000264423",6.33,6.414,6.372,1.308,0.4504,1,""
"ZC3H7B","ENSG00000100403",12.011,11.966,11.989,-0.297,0.8557,1,"23264"
"ZNF614","ENSG00000142556",8.233,8.382,8.307,-0.57,0.7409,1,"80110"
"GRB7","ENSG00000141738",6.437,6.453,6.445,0.001,0.9994,1,"2886"
"FLJ45513","ENSG00000204584",6.24,6.319,6.279,0.758,0.7773,1,"729220"
"BIN3","ENSG00000147439",9.237,9.113,9.175,1.203,0.5332,1,"55909"
"VWA8-AS1","ENSG00000278338",6.364,6.192,6.278,0.234,0.8354,1,"100507240"
"RF00017","ENSG00000269103",6.312,6.204,6.258,-1.101,0.2906,1,""
"AP002340.1","ENSG00000255421",6.3,6.233,6.267,-0.289,0.818,1,""
"AL135744.1","ENSG00000260830",6.304,6.34,6.322,-1.149,0.5663,1,""
"AC023024.1","ENSG00000259172",6.8,6.539,6.669,0.059,0.9656,1,""
"AGPAT4-IT1","ENSG00000279355",6.792,6.93,6.861,-1.053,0.671,1,"79992"
"AC002546.1","ENSG00000267653",6.468,6.16,6.314,-0.069,0.9727,1,""
"TCEAL3-AS1","ENSG00000224031",6.312,6.222,6.267,-0.24,0.7724,1,""
"AC015660.1","ENSG00000259341",6.3,6.204,6.252,1.608,0.4679,1,""
"RNF125","ENSG00000101695",6.897,6.754,6.826,0.2,0.9173,1,"54941"
"AC011411.1","ENSG00000249363",6.3,6.215,6.257,0.077,0.9365,1,""
"WASH3P","ENSG00000185596",8.958,8.947,8.952,-0.213,0.856,1,"374666"
"PRKRA","ENSG00000180228",9.543,9.496,9.519,-0.416,0.7654,1,"8575"
"PPIAP91","ENSG00000228728",6.278,6.283,6.28,-3.001,0.3457,1,""
"SIAH2-AS1","ENSG00000244265",6.204,6.376,6.29,-0.29,0.7225,1,""
"LCP1","ENSG00000136167",6.472,6.484,6.478,-0.286,0.8005,1,"3936"
"C6orf163","ENSG00000203872",6.819,6.806,6.813,-1.382,0.3042,1,"206412"
"AC135050.7","ENSG00000280160",6.663,6.544,6.603,0.262,0.8366,1,""
"SST","ENSG00000157005",6.351,6.514,6.432,-2.608,0.315,1,"6750"
"PDZRN3-AS1","ENSG00000239677",6.539,6.671,6.605,-1.162,0.1909,1,""
"COL25A1","ENSG00000188517",6.774,6.508,6.641,0.08,0.9417,1,"84570"
"CLN3","ENSG00000188603",9.573,9.367,9.47,-0.701,0.7516,1,"1201"
"MUSTN1","ENSG00000272573",6.377,6.263,6.32,0.161,0.9545,1,"389125"
"PTCD3","ENSG00000132300",10.002,10.129,10.065,-1.457,0.5249,1,"55037"
"VIM","ENSG00000026025",16.217,16.627,16.422,-0.249,0.8825,1,"7431"
"AC016747.2","ENSG00000271889",6.483,6.455,6.469,-0.295,0.8526,1,""
"BMS1P21","ENSG00000283101",6.716,6.611,6.664,-2.177,0.01289,1,""
"FAM90A11P","ENSG00000233115",6.792,6.694,6.743,2.279,0.222,1,""
"VAV3","ENSG00000134215",6.298,6.285,6.292,4.019,0.003841,1,"10451"
"RN7SL434P","ENSG00000241868",6.301,6.228,6.265,-0.571,0.5992,1,""
"AC011468.4","ENSG00000270248",6.249,6.26,6.254,0.382,0.6303,1,""
"RHBDD3","ENSG00000100263",8.673,8.731,8.702,0.575,0.5275,1,"25807"
"GPATCH11","ENSG00000152133",8.736,8.797,8.766,1.011,0.2559,1,"253635"
"AL358790.1","ENSG00000282772",6.377,6.561,6.469,-0.502,0.7212,1,""
"SLC25A25-AS1","ENSG00000234771",7.573,7.467,7.52,0.959,0.2276,1,"100289019"
"AC005391.1","ENSG00000275162",6.3,6.215,6.258,0.06,0.965,1,""
"AL031281.2","ENSG00000285721",6.661,6.605,6.633,0.397,0.7152,1,""
"BACE1","ENSG00000186318",11.826,11.862,11.844,0.714,0.6558,1,"23621"
"ZC3H18","ENSG00000158545",9.92,9.905,9.913,0.494,0.7843,1,"124245"
"AL590438.1","ENSG00000272235",6.327,6.345,6.336,0.692,0.5387,1,""
"AC002398.1","ENSG00000267049",6.672,6.482,6.577,-1.373,0.2046,1,""
"RPL11P3","ENSG00000213613",6.33,6.457,6.394,-0.837,0.3104,1,""
"STK36","ENSG00000163482",9.537,9.863,9.7,1.22,0.5571,1,"27148"
"ZDHHC20","ENSG00000180776",10.586,10.843,10.714,0.08,0.9617,1,"253832"
"AC090559.2","ENSG00000270072",6.398,6.494,6.446,-0.554,0.6979,1,""
"SPIDR","ENSG00000164808",10.27,10.325,10.297,-1.366,0.09106,1,"23514"
"VTA1","ENSG00000009844",9.912,9.987,9.95,0.289,0.7826,1,"51534"
"PLBD2","ENSG00000151176",12.346,12.317,12.331,0.795,0.4259,1,"196463"
"MIR302C","ENSG00000199102",6.25,6.259,6.254,0.494,0.718,1,"442895"
"SPART-AS1","ENSG00000120664",6.663,6.487,6.575,-2.244,0.09416,1,"100507135"
"POGLUT1","ENSG00000163389",8.657,8.55,8.604,1.817,0.1263,1,"56983"
"AL357033.3","ENSG00000276317",6.602,6.671,6.636,-1.189,0.3401,1,""
"NGLY1","ENSG00000151092",8.999,9.05,9.025,-0.091,0.9468,1,"55768"
"RF00017","ENSG00000277950",6.458,6.649,6.553,0.241,0.8297,1,""
"TESK2","ENSG00000070759",7.653,7.867,7.76,-0.511,0.5521,1,"10420"
"AFDN-DT","ENSG00000198221",6.349,6.264,6.307,1.448,0.2941,1,"653483"
"NSMAF","ENSG00000035681",10.044,10.313,10.178,0.151,0.9399,1,"8439"
"CFHR2","ENSG00000080910",6.465,6.535,6.5,-0.571,0.3813,1,"3080"
"AC135506.1","ENSG00000270441",6.7,6.699,6.7,2.67,1,1,""
"TRNT1","ENSG00000072756",8.806,8.686,8.746,0.272,0.8342,1,"51095"
"AC010422.6","ENSG00000269693",7.541,7.747,7.644,0.911,0.4483,1,""
"AC010332.1","ENSG00000277977",6.348,6.538,6.443,-0.907,0.6371,1,""
"PRR3","ENSG00000204576",8.316,8.562,8.439,-0.652,0.7304,1,"80742"
"AKR1A1","ENSG00000117448",9.837,9.936,9.887,1.289,0.3901,1,"10327"
"AL359844.1","ENSG00000285871",6.418,6.332,6.375,0.585,0.5463,1,""
"GTF2H3","ENSG00000111358",9.334,9.247,9.291,0.692,0.4459,1,"2967"
"MRPL3","ENSG00000114686",9.89,9.901,9.895,-0.015,0.9899,1,"11222"
"MYL5","ENSG00000215375",8.748,8.835,8.791,1.063,0.381,1,"4636"
"AL022476.1","ENSG00000230319",6.734,6.75,6.742,-2.261,0.3732,1,"100506679"
"P2RX5","ENSG00000083454",6.848,6.664,6.756,0.996,0.5847,1,"5026"
"ANKFN1","ENSG00000153930",6.515,6.532,6.523,-1.899,0.1278,1,"162282"
"TP53TG5","ENSG00000124251",6.745,6.703,6.724,1.218,0.1863,1,"27296"
"SNORA75","ENSG00000206885",6.303,6.351,6.327,-0.333,0.8588,1,"654321"
"NIM1K","ENSG00000177453",7.18,7.536,7.358,-0.561,0.5256,1,"167359"
"AC127164.1","ENSG00000257279",6.351,6.473,6.412,0.247,0.8989,1,"100506551"
"PPWD1","ENSG00000113593",9.44,9.543,9.492,-1.598,0.4761,1,"23398"
"AP000695.2","ENSG00000233818",6.232,6.332,6.282,-0.128,0.9294,1,""
"EIF4E2","ENSG00000135930",10.498,10.385,10.442,-0.531,0.6624,1,"9470"
"GNB5","ENSG00000069966",9.794,9.818,9.806,-0.292,0.9054,1,"10681"
"AC007563.2","ENSG00000236886",6.701,6.528,6.615,-0.48,0.5662,1,""
"RBM24","ENSG00000112183",6.996,7.254,7.125,0.874,0.3383,1,"221662"
"LINC00460","ENSG00000233532",6.321,6.282,6.301,-0.525,0.5163,1,"728192"
"PRRC2B","ENSG00000130723",12.439,12.333,12.386,0.162,0.8555,1,"84726"
